"id","detection_image_path","destination_images","destination_labels","label","cropped_image","classification_dest_image"
"WCAM02_2025-06-06 23:48:32","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/06062025-234832-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/06062025-234832-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/06062025-234832-WCAM02.txt","5 0.6621 0.5186 0.0789 0.0715","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_06_23_48_32_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_06_23_48_32_Bilby_0.JPG"
"WCAM02_2025-06-06 23:48:33","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/06062025-234833-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/06062025-234833-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/06062025-234833-WCAM02.txt","5 0.5299 0.5105 0.0999 0.0642","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_06_23_48_33_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_06_23_48_33_Bilby_0.JPG"
"WCAM02_2025-06-06 23:48:34","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/06062025-234834-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/06062025-234834-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/06062025-234834-WCAM02.txt","5 0.3599 0.4924 0.098 0.0911","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_06_23_48_34_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_06_23_48_34_Bilby_0.JPG"
"WCAM02_2025-06-06 23:50:32","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/06062025-235032-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/06062025-235032-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/06062025-235032-WCAM02.txt","5 0.0514 0.5597 0.1026 0.09","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_06_23_50_32_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_06_23_50_32_Bilby_0.JPG"
"WCAM02_2025-06-06 23:50:33","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/06062025-235033-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/06062025-235033-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/06062025-235033-WCAM02.txt","5 0.0498 0.5644 0.0996 0.0809","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_06_23_50_33_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_06_23_50_33_Bilby_0.JPG"
"WCAM02_2025-06-09 20:21:41","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-202141-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-202141-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-202141-WCAM02.txt","5 0.1658 0.5184 0.1038 0.068","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_20_21_41_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_20_21_41_Bilby_0.JPG"
"WCAM02_2025-06-09 20:21:42","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-202142-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-202142-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-202142-WCAM02.txt","5 0.2487 0.5169 0.0695 0.0663","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_20_21_42_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_20_21_42_Bilby_0.JPG"
"WCAM02_2025-06-09 20:21:43","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-202143-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-202143-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-202143-WCAM02.txt","5 0.2837 0.5142 0.0456 0.0704","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_20_21_43_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_20_21_43_Bilby_0.JPG"
"WCAM02_2025-06-09 20:21:45","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-202145-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-202145-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-202145-WCAM02.txt","5 0.4442 0.5051 0.0891 0.0563","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_20_21_45_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_20_21_45_Bilby_0.JPG"
"WCAM02_2025-06-09 20:21:46","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-202146-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-202146-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-202146-WCAM02.txt","5 0.5346 0.4916 0.0427 0.0561","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_20_21_46_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_20_21_46_Bilby_0.JPG"
"WCAM02_2025-06-09 20:21:47","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-202147-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-202147-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-202147-WCAM02.txt","5 0.6145 0.4843 0.0504 0.0492","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_20_21_47_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_20_21_47_Bilby_0.JPG"
"WCAM02_2025-06-09 21:46:18","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-214618-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-214618-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-214618-WCAM02.txt","5 0.541 0.8767 0.1562 0.1992","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Bilby/WCAM02_2025_06_09_21_46_18_Bilby_0.JPG","wild_deserts_outputs/training/classification_training/night/Bilby/correct_WCAM02_2025_06_09_21_46_18_Bilby_0.JPG"
"WCAM02_2025-06-09 23:13:23","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/09062025-231323-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/09062025-231323-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/09062025-231323-WCAM02.txt","1 0.9447 0.4914 0.1106 0.1147","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Cat/WCAM02_2025_06_09_23_13_23_Cat_0.JPG","wild_deserts_outputs/training/classification_training/night/Cat/correct_WCAM02_2025_06_09_23_13_23_Cat_0.JPG"
"WCAM02_2025-06-12 02:45:18","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024518-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024518-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024518-WCAM02.txt","0 0.5 0.4962 1 0.9528","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_18_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_18_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:20","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024520-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024520-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024520-WCAM02.txt","0 0.5622 0.4958 0.8751 0.954","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_20_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_20_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:24","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024524-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024524-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024524-WCAM02.txt","0 0.4992 0.4887 0.998 0.9372","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/low_confidence/Kangaroo/WCAM02_2025_06_12_02_45_24_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_24_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:25","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024525-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024525-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024525-WCAM02.txt","0 0.5 0.494 1 0.9489","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_25_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_25_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:26","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024526-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024526-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024526-WCAM02.txt","0 0.5 0.4953 1 0.9511","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/low_confidence/Kangaroo/WCAM02_2025_06_12_02_45_26_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_26_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:27","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024527-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024527-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024527-WCAM02.txt","0 0.5488 0.4954 0.9025 0.9537","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_27_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_27_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:29","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024529-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024529-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024529-WCAM02.txt","0 0.5433 0.4957 0.9134 0.9532","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_29_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_29_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:30","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024530-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024530-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024530-WCAM02.txt","0 0.5411 0.4955 0.9177 0.954","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_30_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_30_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:32","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024532-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024532-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024532-WCAM02.txt","0 0.5531 0.4957 0.8937 0.9527","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_32_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_32_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:33","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024533-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024533-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024533-WCAM02.txt","0 0.5664 0.4955 0.8667 0.9537","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_33_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_33_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:34","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024534-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024534-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024534-WCAM02.txt","0 0.5705 0.4933 0.859 0.9472","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_34_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_34_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:37","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024537-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024537-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024537-WCAM02.txt","0 0.5689 0.4758 0.8622 0.912","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_37_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_37_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:38","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024538-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024538-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024538-WCAM02.txt","0 0.6203 0.4945 0.7593 0.9487","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_38_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_38_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:39","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024539-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024539-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024539-WCAM02.txt","0 0.5723 0.4941 0.8554 0.9484","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_39_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_39_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:40","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024540-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024540-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024540-WCAM02.txt","0 0.572 0.4756 0.8559 0.9118","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_40_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_40_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:41","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024541-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024541-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024541-WCAM02.txt","0 0.5739 0.4944 0.8522 0.949","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_41_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_41_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:42","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024542-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024542-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024542-WCAM02.txt","0 0.5013 0.495 0.997 0.9501","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_42_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_42_Kangaroo_0.JPG"
"WCAM02_2025-06-12 02:45:43","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/WCAM02/100RECNX/12062025-024543-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/images/12062025-024543-WCAM02.JPG","wild_deserts_outputs/training/detection_training/night/labels/12062025-024543-WCAM02.txt","0 0.5506 0.4737 0.8989 0.9085","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_06_WCAM_originals/outputs/classification/night/Kangaroo/WCAM02_2025_06_12_02_45_43_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM02_2025_06_12_02_45_43_Kangaroo_0.JPG"
