"id","detection_image_path","destination_images","destination_labels","label","cropped_image","classification_dest_image"
"WCAM01_2025-06-27 00:44:05","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/27062025-004405-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/27062025-004405-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/27062025-004405-WCAM01.txt","0 0.4632 0.4445 0.0387 0.0866","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_27_00_44_05_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_27_00_44_05_Kangaroo_0.JPG"
"WCAM01_2025-06-27 01:09:30","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/27062025-010930-WCAM01-idx02.JPG","wild_deserts_outputs/training/detection_training/night/images/27062025-010930-WCAM01-idx02.JPG","wild_deserts_outputs/training/detection_training/night/labels/27062025-010930-WCAM01-idx02.txt","0 0.285 0.394 0.089 0.108
0 0.4331 0.4327 0.0499 0.0879","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_06_27_01_09_30_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_06_27_01_09_30_Kangaroo_0.JPG"
"WCAM01_2025-07-18 00:33:54","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/18072025-003354-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18072025-003354-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18072025-003354-WCAM01.txt","2 0.567 0.461 0.078 0.145",NA,NA
"WCAM01_2025-07-18 00:33:55","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/18072025-003355-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18072025-003355-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18072025-003355-WCAM01.txt","2 0.672 0.4035 0.0421 0.0936","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_18_00_33_55_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_18_00_33_55_Rabbit_0.JPG"
"WCAM01_2025-07-18 00:33:56","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/18072025-003356-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18072025-003356-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18072025-003356-WCAM01.txt","2 0.791 0.3938 0.0336 0.0752","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_18_00_33_56_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_18_00_33_56_Rabbit_0.JPG"
"WCAM01_2025-07-19 06:25:31","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062531-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062531-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062531-WCAM01.txt","0 0.6158 0.3877 0.364 0.2537
0 0.3181 0.3128 0.2681 0.3309","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_31_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_31_Kangaroo_0.JPG"
"WCAM01_2025-07-19 06:25:31","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062531-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062531-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062531-WCAM01.txt","0 0.6158 0.3877 0.364 0.2537
0 0.3181 0.3128 0.2681 0.3309","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_31_Kangaroo_1.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_31_Kangaroo_1.JPG"
"WCAM01_2025-07-19 06:25:32","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062532-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062532-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062532-WCAM01.txt","0 0.3191 0.3065 0.2688 0.344
0 0.5897 0.3174 0.3588 0.3934","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_32_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_32_Kangaroo_0.JPG"
"WCAM01_2025-07-19 06:25:32","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062532-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062532-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062532-WCAM01.txt","0 0.3191 0.3065 0.2688 0.344
0 0.5897 0.3174 0.3588 0.3934","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_32_Kangaroo_1.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_32_Kangaroo_1.JPG"
"WCAM01_2025-07-19 06:25:33","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062533-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062533-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062533-WCAM01.txt","0 0.3193 0.304 0.2692 0.3487
0 0.5878 0.3199 0.3526 0.3882","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_33_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_33_Kangaroo_0.JPG"
"WCAM01_2025-07-19 06:25:33","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062533-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062533-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062533-WCAM01.txt","0 0.3193 0.304 0.2692 0.3487
0 0.5878 0.3199 0.3526 0.3882","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_33_Kangaroo_1.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_33_Kangaroo_1.JPG"
"WCAM01_2025-07-19 06:25:55","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062555-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062555-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062555-WCAM01.txt","0 0.4412 0.3582 0.3386 0.2518
0 0.197 0.3576 0.2805 0.2027","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_55_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_55_Kangaroo_0.JPG"
"WCAM01_2025-07-19 06:25:55","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062555-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062555-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062555-WCAM01.txt","0 0.4412 0.3582 0.3386 0.2518
0 0.197 0.3576 0.2805 0.2027","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_55_Kangaroo_1.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_55_Kangaroo_1.JPG"
"WCAM01_2025-07-19 06:25:56","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062556-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062556-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062556-WCAM01.txt","0 0.4378 0.3597 0.3313 0.2631
0 0.1529 0.2973 0.2505 0.3137","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_56_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_56_Kangaroo_0.JPG"
"WCAM01_2025-07-19 06:25:56","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062556-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062556-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062556-WCAM01.txt","0 0.4378 0.3597 0.3313 0.2631
0 0.1529 0.2973 0.2505 0.3137","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_56_Kangaroo_1.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_56_Kangaroo_1.JPG"
"WCAM01_2025-07-19 06:25:57","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062557-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062557-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062557-WCAM01.txt","0 0.4172 0.3654 0.372 0.2486
0 0.1533 0.2983 0.242 0.314","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_57_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_57_Kangaroo_0.JPG"
"WCAM01_2025-07-19 06:25:57","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/19072025-062557-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/19072025-062557-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/19072025-062557-WCAM01.txt","0 0.4172 0.3654 0.372 0.2486
0 0.1533 0.2983 0.242 0.314","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_07_19_06_25_57_Kangaroo_1.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_07_19_06_25_57_Kangaroo_1.JPG"
"WCAM01_2025-07-22 19:28:21","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/22072025-192821-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/22072025-192821-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/22072025-192821-WCAM01.txt","2 0.5869 0.449 0.0642 0.1578","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_22_19_28_21_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_22_19_28_21_Rabbit_0.JPG"
"WCAM01_2025-07-22 22:35:55","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/22072025-223555-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/22072025-223555-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/22072025-223555-WCAM01.txt","2 0.533 0.474 0.0815 0.1634","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_22_22_35_55_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_22_22_35_55_Rabbit_0.JPG"
"WCAM01_2025-07-22 22:35:56","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/22072025-223556-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/22072025-223556-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/22072025-223556-WCAM01.txt","2 0.0747 0.6439 0.1491 0.2683","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_22_22_35_56_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_22_22_35_56_Rabbit_0.JPG"
"WCAM01_2025-07-22 22:49:51","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/22072025-224951-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/22072025-224951-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/22072025-224951-WCAM01.txt","2 0.4602 0.5113 0.1197 0.195","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_22_22_49_51_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_22_22_49_51_Rabbit_0.JPG"
"WCAM01_2025-07-22 22:49:52","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/22072025-224952-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/22072025-224952-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/22072025-224952-WCAM01.txt","2 0.0769 0.6805 0.1538 0.3608","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_22_22_49_52_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_22_22_49_52_Rabbit_0.JPG"
"WCAM01_2025-07-23 00:04:30","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/23072025-000430-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/23072025-000430-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/23072025-000430-WCAM01.txt","2 0.5874 0.4426 0.0695 0.1544","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_23_00_04_30_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_23_00_04_30_Rabbit_0.JPG"
"WCAM01_2025-07-23 00:04:31","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/23072025-000431-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/23072025-000431-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/23072025-000431-WCAM01.txt","2 0.6962 0.4152 0.0449 0.1036","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_23_00_04_31_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_23_00_04_31_Rabbit_0.JPG"
"WCAM01_2025-07-23 01:22:19","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/23072025-012219-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/23072025-012219-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/23072025-012219-WCAM01.txt","2 0.5338 0.484 0.1148 0.1745","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_23_01_22_19_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_23_01_22_19_Rabbit_0.JPG"
"WCAM01_2025-07-23 01:22:20","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/23072025-012220-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/23072025-012220-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/23072025-012220-WCAM01.txt","2 0.0991 0.6481 0.198 0.3312","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_23_01_22_20_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_23_01_22_20_Rabbit_0.JPG"
"WCAM01_2025-07-23 18:14:25","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/23072025-181425-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/23072025-181425-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/23072025-181425-WCAM01.txt","2 0.56 0.4682 0.0778 0.1679","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_23_18_14_25_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_23_18_14_25_Rabbit_0.JPG"
"WCAM01_2025-07-23 19:40:06","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/23072025-194006-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/23072025-194006-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/23072025-194006-WCAM01.txt","2 0.5626 0.4711 0.0817 0.1528","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_23_19_40_06_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_23_19_40_06_Rabbit_0.JPG"
"WCAM01_2025-07-25 20:50:50","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/WCAM01/101RECNX/101RECNX/25072025-205050-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/25072025-205050-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/25072025-205050-WCAM01.txt","2 0.5788 0.4613 0.0844 0.1521","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_07_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_07_25_20_50_50_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_07_25_20_50_50_Rabbit_0.JPG"
