"id","detection_image_path","destination_images","destination_labels","label","cropped_image","classification_dest_image"
"WCAM01_2025-02-14 21:47:09","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/14022025-214709-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/14022025-214709-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/14022025-214709-WCAM01.txt","0 0.7373 0.4388 0.0732 0.2061","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_14_21_47_09_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_14_21_47_09_Kangaroo_0.JPG"
"WCAM01_2025-02-16 00:57:55","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/16022025-005755-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/16022025-005755-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/16022025-005755-WCAM01.txt","2 0.1784 0.5478 0.0999 0.0915","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_02_16_00_57_55_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_02_16_00_57_55_Rabbit_0.JPG"
"WCAM01_2025-02-16 00:57:56","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/16022025-005756-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/16022025-005756-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/16022025-005756-WCAM01.txt","2 0.1815 0.5491 0.0949 0.0894","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_02_16_00_57_56_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_02_16_00_57_56_Rabbit_0.JPG"
"WCAM01_2025-02-16 00:57:57","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/16022025-005757-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/16022025-005757-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/16022025-005757-WCAM01.txt","2 0.1826 0.5498 0.0918 0.0875","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Rabbit/WCAM01_2025_02_16_00_57_57_Rabbit_0.JPG","wild_deserts_outputs/training/classification_training/night/Rabbit/correct_WCAM01_2025_02_16_00_57_57_Rabbit_0.JPG"
"WCAM01_2025-02-18 23:36:03","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233603-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233603-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233603-WCAM01.txt","0 0.074 0.638 0.149 0.364",NA,NA
"WCAM01_2025-02-18 23:36:04","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233604-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233604-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233604-WCAM01.txt","0 0.0964 0.6125 0.1928 0.734","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_18_23_36_04_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_18_23_36_04_Kangaroo_0.JPG"
"WCAM01_2025-02-18 23:36:05","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233605-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233605-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233605-WCAM01.txt","0 0.2913 0.5746 0.582 0.7983","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_18_23_36_05_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_18_23_36_05_Kangaroo_0.JPG"
"WCAM01_2025-02-18 23:36:07","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233607-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233607-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233607-WCAM01.txt","0 0.3888 0.6239 0.7774 0.6842","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_18_23_36_07_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_18_23_36_07_Kangaroo_0.JPG"
"WCAM01_2025-02-18 23:36:08","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233608-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233608-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233608-WCAM01.txt","0 0.3963 0.6252 0.7926 0.6814","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_18_23_36_08_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_18_23_36_08_Kangaroo_0.JPG"
"WCAM01_2025-02-18 23:36:09","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233609-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233609-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233609-WCAM01.txt","0 0.3971 0.6194 0.7942 0.6956","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_18_23_36_09_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_18_23_36_09_Kangaroo_0.JPG"
"WCAM01_2025-02-18 23:36:13","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/WCAM01/100RECNX/18022025-233613-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/images/18022025-233613-WCAM01.JPG","wild_deserts_outputs/training/detection_training/night/labels/18022025-233613-WCAM01.txt","0 0.4293 0.6287 0.794 0.6825","/home/willwright/Documents/wild_deserts_outputs/raw_data/2025_02_WCAM_originals/outputs/classification/night/Kangaroo/WCAM01_2025_02_18_23_36_13_Kangaroo_0.JPG","wild_deserts_outputs/training/classification_training/night/Kangaroo/correct_WCAM01_2025_02_18_23_36_13_Kangaroo_0.JPG"
