"","camera","id","correct_species","count","datetime"
"414","WCAM15",413,"Kangaroo",1,2025-06-11 00:47:58
"415","WCAM15",414,"Kangaroo",1,2025-06-11 00:51:28
"416","WCAM15",415,"Kangaroo",1,2025-06-11 01:50:10
"417","WCAM15",416,"Kangaroo",1,2025-06-11 02:31:16
"418","WCAM15",417,"Kangaroo",1,2025-06-11 04:39:45
"419","WCAM15",418,"Kangaroo",1,2025-06-11 05:24:37
"420","WCAM15",419,"Kangaroo",1,2025-06-11 10:05:13
"421","WCAM15",420,"Kangaroo",2,2025-06-11 17:33:48
"422","WCAM15",421,"Kangaroo",1,2025-06-11 17:39:32
"423","WCAM15",422,"Kangaroo",1,2025-06-11 21:39:19
"424","WCAM15",423,"Kangaroo",1,2025-06-11 22:15:41
"425","WCAM15",424,"Kangaroo",1,2025-06-11 22:33:44
"426","WCAM15",425,"Kangaroo",1,2025-06-11 23:35:10
"427","WCAM15",426,"Kangaroo",1,2025-06-11 23:48:57
"428","WCAM15",427,"Kangaroo",1,2025-06-11 23:59:30
"429","WCAM15",428,"Kangaroo",1,2025-06-12 01:03:38
"430","WCAM15",429,"Kangaroo",1,2025-06-12 01:08:04
"431","WCAM15",430,"Kangaroo",1,2025-06-12 01:21:03
"432","WCAM15",431,"Kangaroo",1,2025-06-12 04:01:22
"433","WCAM15",432,"Kangaroo",1,2025-06-12 04:30:25
"434","WCAM15",433,"Kangaroo",1,2025-06-12 05:42:27
"435","WCAM15",434,"Kangaroo",1,2025-06-12 06:05:18
"436","WCAM15",435,"Kangaroo",1,2025-06-12 06:15:09
"437","WCAM15",436,"Kangaroo",2,2025-06-12 16:20:45
"438","WCAM15",437,"Kangaroo",2,2025-06-12 16:48:31
"439","WCAM15",438,"Kangaroo",1,2025-06-12 17:27:20
"440","WCAM15",439,"Kangaroo",1,2025-06-12 17:28:02
"441","WCAM15",440,"Kangaroo",1,2025-06-12 18:31:42
"442","WCAM15",441,"Kangaroo",1,2025-06-12 18:55:49
"443","WCAM15",442,"Kangaroo",1,2025-06-12 19:32:58
"444","WCAM15",443,"Kangaroo",1,2025-06-12 19:53:00
"445","WCAM15",444,"Kangaroo",1,2025-06-12 20:00:55
"446","WCAM15",445,"Kangaroo",3,2025-06-12 20:37:04
"447","WCAM15",446,"Kangaroo",1,2025-06-12 20:38:11
"448","WCAM15",447,"Kangaroo",2,2025-06-12 20:52:19
"449","WCAM15",448,"Kangaroo",2,2025-06-12 21:15:05
"450","WCAM15",449,"Kangaroo",2,2025-06-12 21:18:03
"451","WCAM15",450,"Kangaroo",1,2025-06-12 21:52:20
"452","WCAM15",451,"Kangaroo",1,2025-06-12 22:38:59
"453","WCAM15",452,"Kangaroo",2,2025-06-12 22:48:44
"454","WCAM15",453,"Kangaroo",1,2025-06-12 22:59:03
"455","WCAM15",454,"Kangaroo",1,2025-06-12 23:35:13
"456","WCAM15",455,"Kangaroo",1,2025-06-13 00:16:42
"457","WCAM15",456,"Kangaroo",1,2025-06-13 05:45:05
"458","WCAM15",457,"Kangaroo",1,2025-06-13 09:10:24
"459","WCAM15",458,"Kangaroo",1,2025-06-13 20:02:01
"460","WCAM15",459,"Kangaroo",1,2025-06-14 00:34:48
"461","WCAM15",460,"Kangaroo",1,2025-06-14 02:07:35
"462","WCAM15",461,"Kangaroo",1,2025-06-14 02:09:02
"463","WCAM15",462,"Kangaroo",1,2025-06-14 02:21:09
"464","WCAM15",463,"Kangaroo",1,2025-06-14 03:13:36
"465","WCAM15",464,"Kangaroo",1,2025-06-14 04:34:10
"466","WCAM15",465,"Kangaroo",1,2025-06-14 05:21:24
"467","WCAM15",466,"Kangaroo",1,2025-06-14 07:01:38
"468","WCAM15",467,"Kangaroo",2,2025-06-14 17:13:10
"469","WCAM15",468,"Kangaroo",2,2025-06-14 20:29:21
"470","WCAM15",469,"Kangaroo",1,2025-06-14 20:42:44
"471","WCAM15",470,"Kangaroo",1,2025-06-14 23:17:49
"472","WCAM15",471,"Kangaroo",1,2025-06-14 23:20:39
"473","WCAM15",472,"Kangaroo",1,2025-06-15 00:35:10
"474","WCAM15",473,"Kangaroo",1,2025-06-15 01:17:17
"475","WCAM15",474,"Kangaroo",1,2025-06-15 02:39:18
"476","WCAM15",475,"Kangaroo",1,2025-06-15 21:46:02
"477","WCAM15",476,"Kangaroo",1,2025-06-15 23:24:04
"478","WCAM15",477,"Kangaroo",1,2025-06-15 23:31:23
"479","WCAM15",478,"Kangaroo",1,2025-06-16 00:57:09
"480","WCAM15",479,"Kangaroo",1,2025-06-16 01:36:48
"481","WCAM15",480,"Kangaroo",1,2025-06-16 01:39:34
"482","WCAM15",481,"Kangaroo",1,2025-06-16 02:10:30
"483","WCAM15",482,"Kangaroo",1,2025-06-16 02:47:13
"484","WCAM15",483,"Kangaroo",1,2025-06-16 02:48:30
"485","WCAM15",484,"Kangaroo",1,2025-06-16 03:35:39
"486","WCAM15",485,"Kangaroo",1,2025-06-16 03:49:34
"487","WCAM15",486,"Kangaroo",2,2025-06-16 04:03:37
"488","WCAM15",487,"Kangaroo",1,2025-06-16 05:57:02
"489","WCAM15",488,"Kangaroo",1,2025-06-16 18:51:20
"490","WCAM15",489,"Kangaroo",1,2025-06-16 20:28:06
"491","WCAM15",490,"Kangaroo",1,2025-06-16 22:19:11
"492","WCAM15",491,"Kangaroo",1,2025-06-17 01:04:37
"493","WCAM15",492,"Kangaroo",1,2025-06-17 01:59:53
"494","WCAM15",493,"Kangaroo",1,2025-06-18 02:16:28
"495","WCAM15",494,"Kangaroo",2,2025-06-18 03:49:14
"496","WCAM15",495,"Kangaroo",1,2025-06-18 23:44:48
"497","WCAM15",496,"Kangaroo",2,2025-06-19 00:36:47
"498","WCAM15",497,"Kangaroo",1,2025-06-19 01:17:51
"499","WCAM15",498,"Kangaroo",1,2025-06-19 01:18:00
"500","WCAM15",499,"Kangaroo",1,2025-06-19 01:39:29
"501","WCAM15",500,"Kangaroo",1,2025-06-19 02:20:06
"502","WCAM15",501,"Kangaroo",1,2025-06-19 02:36:35
"503","WCAM15",502,"Kangaroo",1,2025-06-19 03:04:12
"504","WCAM15",503,"Kangaroo",1,2025-06-19 06:23:02
"505","WCAM15",504,"Kangaroo",1,2025-06-19 07:15:07
"506","WCAM15",505,"Kangaroo",1,2025-06-19 23:19:10
"507","WCAM15",506,"Kangaroo",1,2025-06-20 03:57:21
"508","WCAM15",507,"Kangaroo",1,2025-06-20 03:58:56
"509","WCAM15",508,"Kangaroo",1,2025-06-20 04:08:07
"510","WCAM15",509,"Kangaroo",1,2025-06-20 05:32:07
"511","WCAM15",510,"Kangaroo",1,2025-06-20 05:38:32
"512","WCAM15",511,"Kangaroo",1,2025-06-20 20:40:17
"513","WCAM15",512,"Kangaroo",1,2025-06-21 01:40:57
"514","WCAM15",513,"Kangaroo",1,2025-06-21 04:01:13
"515","WCAM15",514,"Kangaroo",1,2025-06-21 04:24:21
"516","WCAM15",515,"Kangaroo",1,2025-06-21 04:32:44
"517","WCAM15",516,"Kangaroo",1,2025-06-21 06:28:12
"518","WCAM15",517,"Kangaroo",1,2025-06-21 21:54:57
"519","WCAM15",518,"Kangaroo",1,2025-06-21 22:15:23
"520","WCAM15",519,"Kangaroo",1,2025-06-21 22:18:03
"521","WCAM15",520,"Kangaroo",1,2025-06-21 22:47:11
"522","WCAM15",521,"Kangaroo",3,2025-06-22 03:43:07
"523","WCAM15",522,"Kangaroo",1,2025-06-22 03:50:39
"524","WCAM15",523,"Kangaroo",1,2025-06-22 04:26:13
"525","WCAM15",524,"Kangaroo",1,2025-06-22 04:29:43
"526","WCAM15",525,"Kangaroo",2,2025-06-22 05:29:28
"527","WCAM15",526,"Kangaroo",1,2025-06-22 05:49:05
"528","WCAM15",527,"Kangaroo",1,2025-06-22 06:28:58
"529","WCAM15",528,"Kangaroo",1,2025-06-22 07:51:55
"530","WCAM15",529,"Kangaroo",1,2025-06-23 00:08:46
"531","WCAM15",530,"Kangaroo",1,2025-06-23 00:49:02
"532","WCAM15",531,"Kangaroo",1,2025-06-23 01:22:27
"533","WCAM15",532,"Kangaroo",1,2025-06-23 01:41:35
"534","WCAM15",533,"Kangaroo",1,2025-06-23 01:48:04
"535","WCAM15",534,"Kangaroo",1,2025-06-23 01:59:31
"536","WCAM15",535,"Kangaroo",1,2025-06-23 05:21:52
"537","WCAM15",536,"Kangaroo",1,2025-06-23 07:30:03
"538","WCAM15",537,"Kangaroo",1,2025-06-23 18:29:12
"539","WCAM15",538,"Kangaroo",1,2025-06-25 02:46:36
"540","WCAM15",539,"Kangaroo",1,2025-06-25 06:05:04
"541","WCAM15",540,"Kangaroo",1,2025-06-25 07:28:39
"542","WCAM15",541,"Kangaroo",1,2025-06-26 04:53:02
"543","WCAM15",542,"Kangaroo",1,2025-06-26 05:38:19
